mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.05250867207845,0.16994032627112765,2.956448237101237,0.6389673551044851,balanced,15,sqrt,10,20,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 200}",,,,,,1
7.342872937520345,0.1946332956674302,3.1148600578308105,0.4873556024570601,balanced,15,sqrt,10,20,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 300}",,,,,,1
5.401673634847005,0.5176229334664056,2.422120968500773,0.4374586490696739,balanced,15,log2,2,5,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,1
6.617380460103353,0.28840821649650805,4.375917355219523,0.0651208591892389,balanced,15,log2,2,5,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,1
6.954787651697795,0.5492710439407625,3.7392427921295166,0.12785375533874327,balanced,15,log2,2,5,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",,,,,,1
4.592256466547648,0.340119547853719,3.777312676111857,0.35264916812270714,balanced,15,log2,2,10,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,1
6.503754059473674,0.09482735449580827,3.1898132960001626,0.35733834151105676,balanced,15,log2,2,10,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,1
7.642504533131917,0.2438336156410926,2.385676383972168,0.1839522055354821,balanced,15,log2,2,10,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",,,,,,1
4.759417772293091,0.06790540591692593,1.9819942315419514,0.3572101349262107,balanced,15,log2,2,20,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 100}",,,,,,1
5.736276229222615,0.4510615309011366,2.8302270571390786,0.2150643946857215,balanced,15,log2,2,20,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 200}",,,,,,1
7.009867350260417,1.401571372042801,4.104659954706828,0.574807583842596,balanced,15,log2,2,20,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 300}",,,,,,1
4.955221335093181,0.0866681280411264,4.13141942024231,0.034288142304606,balanced,15,log2,5,5,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,1
6.510696013768514,0.24028667690102812,3.437981446584066,0.04020299405267086,balanced,15,log2,5,5,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,1
7.874421199162801,0.2440166129662654,1.6576236883799236,0.07447799751231027,balanced,15,log2,5,5,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",,,,,,1
5.428856611251831,0.21960445083682556,2.7485767205556235,0.6106181490198487,balanced,15,log2,5,10,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,1
5.490997234980266,0.6448998814690146,3.5263758500417075,0.38776301995069595,balanced,15,log2,5,10,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,1
6.245176712671916,0.33294530859344,3.7380265394846597,0.40043805744456434,balanced,15,log2,5,10,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",,,,,,1
4.74218503634135,0.7423030207920172,3.412347952524821,0.017831745116344836,balanced,15,log2,5,20,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100}",,,,,,1
7.054056803385417,0.3829761601296022,3.210838238398234,0.08890668146117123,balanced,15,log2,5,20,200,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 200}",,,,,,1
8.152729590733847,0.18101845615698747,3.1838201681772866,0.5963681080517095,balanced,15,log2,5,20,300,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 300}",,,,,,1
4.62791387240092,0.5278841276762294,2.1922508080800376,0.4077565709763837,balanced,15,log2,10,5,100,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,1
