mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_num_leaves,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.9694737593332925,0.7364137238907982,0.027336994806925457,0.0011488421389442304,0.7,31,100,8,0.01,0.7,balanced,"{'subsample': 0.7, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': 8, 'learning_rate': 0.01, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
5.9346098105112715,2.2207813322645027,0.04323824246724447,0.00862071748367999,0.9,31,200,8,0.01,0.7,balanced,"{'subsample': 0.9, 'num_leaves': 31, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.01, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
5.687338511149089,2.111729869826741,0.04753716786702474,0.010562622018230945,0.7,70,200,6,0.1,0.8,balanced,"{'subsample': 0.7, 'num_leaves': 70, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8, 'class_weight': 'balanced'}",,,,,,1
2.9561182657877603,0.15965740159366257,0.03150463104248047,0.0032014247080257895,0.7,50,100,6,0.1,0.7,balanced,"{'subsample': 0.7, 'num_leaves': 50, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
7.965031544367473,2.2875382418808536,0.058138132095336914,0.005423484758106144,0.7,70,300,6,0.05,0.8,balanced,"{'subsample': 0.7, 'num_leaves': 70, 'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.8, 'class_weight': 'balanced'}",,,,,,1
3.504988352457682,1.118238135894666,0.048479715983072914,0.008105120405835484,0.9,31,300,4,0.05,0.7,balanced,"{'subsample': 0.9, 'num_leaves': 31, 'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
3.111066977183024,0.4072605039405154,0.035701354344685875,0.0030704143917754767,0.8,31,200,4,0.01,0.7,balanced,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
7.8502020835876465,1.7574647472285723,0.04831965764363607,0.008609744189236,0.9,50,200,8,0.05,0.9,balanced,"{'subsample': 0.9, 'num_leaves': 50, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.9, 'class_weight': 'balanced'}",,,,,,1
3.2495412031809487,0.7216389422777002,0.03222330411275228,0.007573607994556023,0.9,50,100,6,0.05,0.8,balanced,"{'subsample': 0.9, 'num_leaves': 50, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.8, 'class_weight': 'balanced'}",,,,,,1
8.235877752304077,0.1860046653191588,0.06849201520284016,0.02835721918433272,0.8,50,200,8,0.1,0.9,balanced,"{'subsample': 0.8, 'num_leaves': 50, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.9, 'class_weight': 'balanced'}",,,,,,1
2.674164056777954,0.3875022355466983,0.03505476315816244,0.003332496149702576,0.7,50,200,4,0.1,0.7,balanced,"{'subsample': 0.7, 'num_leaves': 50, 'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
1.0561985969543457,0.16509309722130297,0.02300874392191569,0.0016119920199733058,0.7,31,100,4,0.1,0.9,balanced,"{'subsample': 0.7, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.9, 'class_weight': 'balanced'}",,,,,,1
3.2856906255086265,0.811910264479522,0.03110480308532715,0.0012679837956067657,0.8,70,100,6,0.1,0.7,balanced,"{'subsample': 0.8, 'num_leaves': 70, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
4.160647789637248,0.35842977270690624,0.030229647954305012,0.004253518037390372,0.9,50,100,6,0.01,0.8,balanced,"{'subsample': 0.9, 'num_leaves': 50, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'class_weight': 'balanced'}",,,,,,1
3.2442545096079507,0.8255994878708618,0.044594128926595054,0.0059607624816572944,0.9,70,300,4,0.01,0.9,balanced,"{'subsample': 0.9, 'num_leaves': 70, 'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.9, 'class_weight': 'balanced'}",,,,,,1
2.6170178254445395,0.46817325261427634,0.026285330454508465,0.0026071115437146047,0.8,50,100,6,0.1,0.8,balanced,"{'subsample': 0.8, 'num_leaves': 50, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8, 'class_weight': 'balanced'}",,,,,,1
3.4027119477589927,0.22047414658901074,0.05315589904785156,0.014063078318084407,0.8,31,300,8,0.1,0.7,balanced,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 300, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.7, 'class_weight': 'balanced'}",,,,,,1
2.7822585900624595,0.641465741463644,0.037075042724609375,0.00614006419230135,0.7,31,200,6,0.01,0.9,balanced,"{'subsample': 0.7, 'num_leaves': 31, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 0.9, 'class_weight': 'balanced'}",,,,,,1
